Name of Initiative, Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1614 Ruddiman Dr North Muskegon, MI 49445 (43.257821, -86.26525)",1614 Ruddiman Dr,,North Muskegon,MI,49445,(734) 222-9800,1932446721,Community Setting,401
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"760 E Savidge St Spring Lake, MI 49456 (43.076728, -86.180292)",760 E Savidge St,,Spring Lake,MI,49456,(734) 222-9800,1932446721,Community Setting,490
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"515 E Main Ave Zeeland, MI 49464 (42.812373, -86.007016)",515 E Main Ave,,Zeeland,MI,49464,(734) 222-9800,1932446721,Community Setting,471
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"8333 Felch St Zeeland, MI 49464 (42.819539, -85.988129)",8333 Felch St,,Zeeland,MI,49464,(734) 222-9800,1932446721,Community Setting,497
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Black Hills - United In Christ Ministries,"1035 Godfrey Ave Sw Grand Rapids, MI 49503 (42.943915, -85.684426)",1035 Godfrey Ave Sw,Black Hills - United In Christ Ministries,Grand Rapids,MI,49503,(616) 855-8851,1932446721,Community Setting,371
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1100 Grandville Ave Sw Grand Rapids, MI 49503 (42.943189, -85.681826)",1100 Grandville Ave Sw,,Grand Rapids,MI,49503,(734) 222-9800,1932446721,Community Setting,376
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1357 Grandville Ave Sw Grand Rapids, MI 49503 (42.938308, -85.684531)",1357 Grandville Ave Sw,,Grand Rapids,MI,49503,(734) 222-9800,1932446721,Community Setting,390
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Roosevelt Park Ministries,"1530 Grandville Ave Sw Grand Rapids, MI 49503 (42.936205, -85.686423)",1530 Grandville Ave Sw,Roosevelt Park Ministries,Grand Rapids,MI,49503,(616) 475-5881,1932446721,Community Setting,395
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Mercy Health St Marys Campus,"200 Jefferson Ave Se Grand Rapids, MI 49503 (42.958252, -85.664114)",200 Jefferson Ave Se,Mercy Health St Marys Campus,Grand Rapids,MI,49503,(616) 685-5000,1932446721,Community Setting,412
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Mercy Health 245 Cherry Building,"245 Cherry St Se Grand Rapids, MI 49503 (42.959485, -85.663028)",245 Cherry St Se,Mercy Health 245 Cherry Building,Grand Rapids,MI,49503,(616) 685-6142,1932446721,Community Setting,431
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"310 Lafayette Ave Se Grand Rapids, MI 49503 (42.956899, -85.66178)",310 Lafayette Ave Se,,Grand Rapids,MI,49503,(734) 222-9800,1932446721,Community Setting,446
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"513 Henry Ave Se Grand Rapids, MI 49503 (42.953199, -85.651754)",513 Henry Ave Se,,Grand Rapids,MI,49503,(734) 222-9800,1932446721,Community Setting,469
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Brown Hutchinson Ministries,"634 Jefferson Ave Se Grand Rapids, MI 49503 (42.950586, -85.664031)",634 Jefferson Ave Se,Brown Hutchinson Ministries,Grand Rapids,MI,49503,(616) 202-7052,1932446721,Community Setting,480
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1305 Walker Ave Nw Grand Rapids, MI 49504 (42.983011, -85.700796)",1305 Walker Ave Nw,,Grand Rapids,MI,49504,(734) 222-9800,1932446721,Community Setting,388
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"665 Seward Ave Nw Ste 110 Grand Rapids, MI 49504 (42.97554, -85.682861)",665 Seward Ave Nw Ste 110,,Grand Rapids,MI,49504,(734) 222-9800,1932446721,Community Setting,482
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"224 Carrier St Ne Grand Rapids, MI 49505 (42.985467, -85.66338)",224 Carrier St Ne,,Grand Rapids,MI,49505,(616) 451-3043,1932446721,Community Setting,909
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Davita Beltline Home Training,"330 E Beltline Ave Ne Grand Rapids, MI 49506 (42.968414, -85.590486)",330 E Beltline Ave Ne,Davita Beltline Home Training,Grand Rapids,MI,49506,(866) 544-6741,1932446721,Community Setting,449
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Delaware Manor,"10 Delaware St Sw Grand Rapids, MI 49507 (42.946025, -85.66882)",10 Delaware St Sw,Delaware Manor,Grand Rapids,MI,49507,(616) 452-3703,1932446721,Community Setting,365
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,La Nueva Esperanza Iglesia,"1005 Evergreen St Se Grand Rapids, MI 49507 (42.936333, -85.643928)",1005 Evergreen St Se,La Nueva Esperanza Iglesia,Grand Rapids,MI,49507,(616) 560-4207,1932446721,Community Setting,368
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,R3 Station,"1152 Burton St Se Grand Rapids, MI 49507 (42.927209, -85.638734)",1152 Burton St Se,R3 Station,Grand Rapids,MI,49507,(616) 475-7830,1932446721,Community Setting,380
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2133 Buchanan Ave Sw Grand Rapids, MI 49507 (42.925158, -85.671485)",2133 Buchanan Ave Sw,,Grand Rapids,MI,49507,(734) 222-9800,1932446721,Community Setting,423
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2500 Division Ave S Grand Rapids, MI 49507 (42.918489, -85.666249)",2500 Division Ave S,,Grand Rapids,MI,49507,(734) 222-9800,1932446721,Community Setting,433
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"510 Franklin St Se Grand Rapids, MI 49507 (42.948497, -85.656015)",510 Franklin St Se,,Grand Rapids,MI,49507,(734) 222-9800,1932446721,Community Setting,466
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"336 Hall St Se Grand Rapids, MI 49507 (42.941317, -85.660004)",336 Hall St Se,,Grand Rapids,MI,49507,(616) 450-3525,1932446721,Community Setting,914
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2080 44th St Se Kentwood, MI 49508 (42.88363, -85.614389)",2080 44th St Se,,Kentwood,MI,49508,(616) 685-8100,1932446721,Community Setting,915
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1261 Lee St Sw Wyoming, MI 49509 (42.931277, -85.698704)",1261 Lee St Sw,,Wyoming,MI,49509,(734) 222-9800,1932446721,Community Setting,386
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,United Church Outreach Ministries,"1311 Chicago Dr Sw Grand Rapids, MI 49509 (42.935454, -85.700288)",1311 Chicago Dr Sw,United Church Outreach Ministries,Grand Rapids,MI,49509,(616) 241-4006,1932446721,Community Setting,389
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"1630 Godfrey Ave Sw Wyoming, MI 49509 (42.934522, -85.694012)",1630 Godfrey Ave Sw,,Wyoming,MI,49509,(734) 222-9800,1932446721,Community Setting,402
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"3025 Michael Ave Sw Wyoming, MI 49509 (42.909228, -85.695319)",3025 Michael Ave Sw,Iglesia Adventista,Wyoming,MI,49509,(616) 308-5208,1932446721,Community Setting,444
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"6191 Kraft Ave Se Grand Rapids, MI 49512 (42.850066, -85.527725)",6191 Kraft Ave Se,,Grand Rapids,MI,49512,(734) 222-9800,1932446721,Community Setting,479
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"2750 E Beltline Ave Ne Grand Rapids, MI 49525 (43.011138, -85.590064)",2750 E Beltline Ave Ne,,Grand Rapids,MI,49525,(734) 222-9800,1932446721,Community Setting,438
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"3290 Walker Ave Nw Grand Rapids, MI 49544 (43.02258, -85.726228)",3290 Walker Ave Nw,,Grand Rapids,MI,49544,(734) 222-9800,1932446721,Community Setting,448
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,National Kidney Foundation Of Michigan Inc,"4035 Burton St Se Grand Rapids, MI 49546 (42.926968, -85.568223)",4035 Burton St Se,,Grand Rapids,MI,49546,(734) 222-9800,1932446721,Community Setting,456
Medicare Diabetes Prevention Program (MDPP) Expanded Model,National Kidney Foundation Of Michigan Inc,Mvp Annex,"4038 Burton St Se Grand Rapids, MI 49546 (42.926972, -85.568483)",4038 Burton St Se,Mvp Annex,Grand Rapids,MI,49546,(616) 813-3819,1932446721,Community Setting,457
Medicare Diabetes Prevention Program (MDPP) Expanded Model,District Health Department No 10,District Health Department #10,"521 Cobb St Ste A Cadillac MI 49601 (44.244734, -85.385822)",521 Cobb St,Ste A,Cadillac,MI,49601,(231) 519-0042,1265441877,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Munson Medical Center,Munson Medical Center,"1105 6th St Traverse City, MI 49684 (44.761645, -85.641588)",1105 6th St,,Traverse City,MI,49684,(231) 935-9227,1073087292,Administrative Location,363
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Mary Greeley Medical Center,Mary Greeley Medical Center,"1111 Duff Ave Ames, IA 50010 (42.032391, -93.610624)",1111 Duff Ave,,Ames,IA,50010,(515) 239-2011,1477539492,Administrative Location,326
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Dallas County Hospital,Dallas County Hospital,"610 10th St Perry, IA 50220 (41.833959, -94.094469)",610 10th St,,Perry,IA,50220,(515) 465-3547,1861416307,Administrative Location,119
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Trinity Regional Medical Center,Unitypoint Health-Trinity Regional Medical Center,"802 Kenyon Rd Fort Dodge, IA 50501 (42.490278, -94.191337)",802 Kenyon Rd,Unitypoint Health Trinity Regional,Fort Dodge,IA,50501,(515) 573-3101,1225546013,Administrative Location,718
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St Anthony Regional Hospital And Nursing Home,St Anthony Regional Hospital And Nursing Home,"311 S Clark St Carroll, IA 51401 (42.056982, -94.867981)",311 S Clark St,St Anthony Regional Hospital,Carroll,IA,51401,(712) 792-3581,1598327207,Administrative Location,630
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Virginia Gay Hospital Inc,Virginia Gay Hospital,"502 N 9th Ave  Vinton IA 52349 (42.175411, -92.013181)",502 N 9th Ave,,Vinton,IA,52349,(319) 472-6200,1164486726,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"812 Broughton Dr  Sheboygan WI 53081 (43.753159, -87.704571)",812 Broughton Dr,,Sheboygan,WI,53081,(920) 451-8000,1508523770,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"7095 S Ballpark Dr  Franklin WI 53132 (42.916889, -88.018374)",7095 S Ballpark Dr,,Franklin,WI,53132,(414) 357-2825,1508523770,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"9250 N Green Bay Rd  Brown Deer WI 53209 (43.182495, -87.957679)",9250 N Green Bay Rd,,Brown Deer,WI,53209,(414) 357-2825,1508523770,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Aurora Health Care Metro Inc,Aurora Health Care Metro,"2801 W Kinnickinnic River Pkwy Ste 260 Milwaukee WI 53215 (42.99095, -87.949993)",2801 W Kinnickinnic River Pkwy,Ste 260,Milwaukee,WI,53215,(414) 649-6780,1861447179,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Aurora Medical Group, Inc.",Aurora Medical Group Inc,"2801 W Kinnickinnic River Pkwy Ste 260 Milwaukee WI 53215 (42.99095, -87.949993)",2801 W Kinnickinnic River Pkwy,Ste 260,Milwaukee,WI,53215,(414) 649-6780,1427271378,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"8501 Campus Dr  Mount Pleasant WI 53406 (42.723695, -87.891822)",8501 Campus Dr,,Mount Pleasant,WI,53406,(262) 898-4556,1508523770,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Beaver Dam Hometown Pharmacy Llc,Beaver Dam Hometown Pharmacy Llc,"609 N Spring St  Beaver Dam WI 53916 (43.461825, -88.834544)",609 N Spring St,,Beaver Dam,WI,53916,(920) 356-1500,1588036826,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Reedsburg Area Medical Center, Inc.",Reedsburg Area Medical Center,"2000 N Dewey Ave Reedsburg, WI 53959 (43.549287, -89.994548)",2000 N Dewey Ave,,Reedsburg,WI,53959,(608) 768-6243,1851936785,Administrative Location,607
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bellin Memorial Hospital Inc,Bellin Health Endocrinology,"704 S Webster Ave Ste 501 Green Bay WI 54301 (44.502718, -88.010534)",704 S Webster Ave,Ste 501,Green Bay,WI,54301,(920) 445-7220,1033172390,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bellin Memorial Hospital Inc,Bellin Health Endocrinology,"3263 Eaton Rd  Green Bay WI 54311 (44.467154, -87.918746)",3263 Eaton Rd,,Green Bay,WI,54311,(920) 433-6700,1033172390,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lakeview Medical Center Inc Of Rice Lake,Lakeview Medical Center,"711 1st St Chetek, WI 54728 (45.315581, -91.650044)",711 1st St,,Chetek,WI,54728,(715) 924-3121,1154415024,Community Setting,314
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Cumberland Memorial Hospital Inc,Cumberland Healthcare,"1110 7th Ave Cumberland, WI 54829 (45.530939, -92.029592)",1110 7th Ave,,Cumberland,WI,54829,(715) 822-7222,1831243757,Administrative Location,118
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lakeview Medical Center Inc Of Rice Lake,Lakeview Medical Center,"900 College Ave W Ladysmith, WI 54848 (45.455605, -91.11113)",900 College Ave W,,Ladysmith,WI,54848,(715) 532-5561,1154415024,Community Setting,315
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lakeview Medical Center Inc Of Rice Lake,Lakeview Medical Center,"1215 W Knapp St Rice Lake, WI 54868 (45.509139, -91.752427)",1215 W Knapp St,,Rice Lake,WI,54868,(715) 236-4450,1154415024,Community Setting,312
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lakeview Medical Center Inc Of Rice Lake,Lakeview Medical Center,"1700 W Stout St Rice Lake, WI 54868 (45.508042, -91.759027)",1700 W Stout St,,Rice Lake,WI,54868,(715) 236-6207,1154415024,Administrative Location,313
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Innovations For Aging, Llc",Trellis,"1265 Grey Fox Rd Ste 2 Arden Hills MN 55112 (45.054919, -93.153988)",1265 Grey Fox Rd,Ste 2,Arden Hills,MN,55112,(855) 215-2174,1437656840,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Fairview Clinics,Fairview Clinics,"600 W 98th St Bloomington, MN 55420 (44.826361, -93.287616)",600 W 98th St,,Bloomington,MN,55420,(952) 885-6150,1497992770,Administrative Location,161
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Community Memorial Hospital Association,Community Memorial Hospital Association,"512 Skyline Blvd Cloquet, MN 55720 (46.731844, -92.462459)",512 Skyline Blvd,,Cloquet,MN,55720,(218) 879-4641,1003869082,Administrative Location,83
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Innovations For Aging, Llc",Mesabi Family Ymca,"8367 Unity Dr  Virginia MN 55792 (47.517876, -92.566544)",8367 Unity Dr,,Virginia,MN,55792,(218) 749-8020,1437656840,,
