"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT","SUBGROUP - GENERAL","SUBGROUP - ACUTE CARE","SUBGROUP - ALCOHOL DRUG","SUBGROUP - CHILDRENS","SUBGROUP - LONG-TERM","SUBGROUP - PSYCHIATRIC","SUBGROUP - REHABILITATION","SUBGROUP - SHORT-TERM","SUBGROUP - SWING-BED APPROVED","SUBGROUP - PSYCHIATRIC UNIT","SUBGROUP - REHABILITATION UNIT","SUBGROUP - SPECIALTY HOSPITAL","SUBGROUP - OTHER","SUBGROUP - OTHER TEXT","REH CONVERSION FLAG","REH CONVERSION DATE","CAH OR HOSPITAL CCN"
O20080118000137,CA,00-09,PART A PROVIDER - HOSPITAL,1477671535,N,050280,2062320559,DIGNITY HEALTH,MERCY MEDICAL CENTER REDDING,10/11/1954,CA,CORPORATION,,N,2175 ROSALINE AVE,,REDDING,CA,960012509,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080118000179,MN,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1922072776,N,241301,5698687929,LAKEWOOD HEALTH CENTER,,03/09/1956,MN,CORPORATION,,N,600 MAIN AVE S,,BAUDETTE,MN,566232855,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080118000240,LA,00-09,PART A PROVIDER - HOSPITAL,1295723229,N,190125,7810892718,ST FRANCIS MEDICAL CENTER INC,,12/02/1941,LA,CORPORATION,,N,309 JACKSON STREET,,MONROE,LA,712017407,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080118000450,MO,00-09,PART A PROVIDER - HOSPITAL,1922042704,N,260025,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,HANNIBAL REGIONAL HOSPITAL,08/06/1965,MO,CORPORATION,,N,6000 HOSPITAL  DRIVE,,HANNIBAL,MO,634016887,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080118000633,KY,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1407829567,N,181309,0749193423,CASEY COUNTY HOSPITAL DISTRICT,,,,OTHER,COUNTY OWNED,N,187 WOLFORD AVE,,LIBERTY,KY,425393278,OTHER HOSPITAL PRACTICE LOCATION,CRITICAL ACCESS HOSPITAL,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080118000641,KY,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1518141043,N,18Z309,0749193423,CASEY COUNTY HOSPITAL DISTRICT,CASEY COUNTY HOSPITAL SWING BED UNIT,,,OTHER,COUNTY OWNED,N,187 WOLFORD AVE,,LIBERTY,KY,425393278,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080121000031,MO,00-09,PART A PROVIDER - HOSPITAL,1578504056,Y,260065,7416867593,MERCY HOSPITAL SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,11/01/1953,MO,CORPORATION,,N,1235 E CHEROKEE ST,,SPRINGFIELD,MO,658042203,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080122000016,IN,00-09,PART A PROVIDER - HOSPITAL,1619019791,N,15S104,4082523170,WITHAM MEMORIAL HOSPITAL,WITHAM HEALTH SERVICES,,,OTHER,501C,N,2605 N LEBANON ST,,LEBANON,IN,460521476,HOSPITAL PSYCHIATRIC UNIT,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080122000052,PA,00-09,PART A PROVIDER - HOSPITAL,1679500334,N,39U125,4082522149,WAYNE MEMORIAL HOSPITAL,,04/09/1907,PA,CORPORATION,,N,601 PARK STREET,,HONESDALE,PA,184311498,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080122000190,IN,00-09,PART A PROVIDER - HOSPITAL,1487662961,N,15S021,4284622366,PARKVIEW HOSPITAL INC,PARKVIEW BEHAVIORAL HEALTH,03/03/1941,IN,CORPORATION,,N,1720 BEACON ST,,FORT WAYNE,IN,468054749,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080122000257,WA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1013956259,N,50Z312,6709787872,PROSSER PUBLIC HOSPITAL DISTRICT OF BENTON COUNTY,PROSSER MEMORIAL HOSPITAL,12/26/1947,WA,OTHER,PUBLIC DISTRICT HOSPITAL,N,723 MEMORIAL ST,,PROSSER,WA,993501524,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080122000550,FL,00-09,PART A PROVIDER - HOSPITAL,1851395263,N,104076,3375624885,UNIVERSITY BEHAVIORAL LLC,UNIVERSAL BEHAVIORAL CENTER,07/13/2006,FL,LLC,,P,2500 DISCOVERY DR,,ORLANDO,FL,328263709,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080122000675,CA,00-09,PART A PROVIDER - HOSPITAL,1992733513,N,050597,1052492584,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,,12/22/1965,CA,CORPORATION,,N,250 S GRAND AVE,,GLENDORA,CA,917414218,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080122000703,FL,00-09,PART A PROVIDER - HOSPITAL,1891888558,N,104017,2668553199,WINDMOOR HEALTHCARE INC,WINDMOOR HEALTHCARE OF CLEARWATER,08/15/1997,FL,CORPORATION,,P,11300 US HIGHWAY 19 NORTH,,CLEARWATER,FL,337647451,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080123000075,IL,00-09,PART A PROVIDER - HOSPITAL,1003864810,N,140242,0941108666,CENTRAL DUPAGE HOSPITAL ASSOCIATION,NORTHWESTERN MEDICINE CENTRAL DUPAGE HOSPITAL,08/05/1958,IL,CORPORATION,,N,25 N WINFIELD RD,,WINFIELD,IL,601901379,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080123000172,CA,00-09,PART A PROVIDER - HOSPITAL,1316061997,N,050152,1850295171,SAINT FRANCIS MEMORIAL HOSPITAL,,07/01/1938,CA,CORPORATION,,N,900 HYDE ST,,SAN FRANCISCO,CA,941094806,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080123000235,CA,00-09,PART A PROVIDER - HOSPITAL,1780708362,N,05S152,1850295171,SAINT FRANCIS MEMORIAL HOSPITAL,,07/01/1938,CA,CORPORATION,,N,900 HYDE ST,,SAN FRANCISCO,CA,941094806,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080123000259,CA,00-09,PART A PROVIDER - HOSPITAL,1235253816,N,05T152,1850295171,SAINT FRANCIS MEMORIAL HOSPITAL,,07/01/1938,CA,CORPORATION,,N,900 HYDE ST,,SAN FRANCISCO,CA,941094806,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20080123000489,IL,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1609803113,N,141310,2264335777,MENDOTA COMMUNITY HOSPITAL,OSF SAINT PAUL MEDICAL CENTER,03/24/1944,IL,CORPORATION,,N,1401E 12TH ST,,MENDOTA,IL,613429216,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080123000612,MI,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1326115569,N,231319,8123912011,ASPIRUS KEWEENAW,ASPIRUS KEWEENAW HOSPITAL,12/09/1908,MI,CORPORATION,,N,205 OSCEOLA ST,,LAURIUM,MI,499132134,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080124000098,IN,00-09,PART A PROVIDER - HOSPITAL,1710993761,N,15T021,4284622366,PARKVIEW HOSPITAL INC,"PARKVIEW HOSPITAL, INC.",03/03/1941,IN,CORPORATION,,N,2200 RANDALLIA DR,,FORT WAYNE,IN,468054638,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080124000173,NY,00-09,PART A PROVIDER - HOSPITAL,1770502635,Y,33S101,5890684294,THE NEW YORK AND PRESBYTERIAN HOSPITAL,NEW YORK-PRESBYTERIAN HOSPITAL,12/31/1997,NY,CORPORATION,,N,525E 68TH ST,,NEW YORK,NY,100654870,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080124000233,NY,00-09,PART A PROVIDER - HOSPITAL,1083633036,Y,33T101,5890684294,THE NEW YORK AND PRESBYTERIAN HOSPITAL,NEW YORK-PRESBYTERIAN HOSPITAL,12/31/1997,NY,CORPORATION,,N,525E 68TH ST,,NEW YORK,NY,100654870,HOSPITAL REHABILITATION UNIT,,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,TRANSPLANT SERVICES,N,,
O20080124000259,IL,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1922024843,N,14Z310,2264335777,MENDOTA COMMUNITY HOSPITAL,OSF SAINT PAUL MEDICAL CENTER,01/01/1965,IL,CORPORATION,,N,1401 E 12TH ST,,MENDOTA,IL,613429216,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080124000360,PA,00-09,PART A PROVIDER - HOSPITAL,1942383781,N,39T066,5597751206,"THE GOOD SAMARITAN HOSPITAL OF LEBANON, PENNSYLVANIA",WELLSPAN GOOD SAMARITAN HOSPITAL,11/23/1981,PA,CORPORATION,,N,30 NORTH 4TH ST,WELLSPAN DIXON FOUNDATION HLTH CTR,LEBANON,PA,170465606,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080124000496,KY,00-09,PART A PROVIDER - HOSPITAL,1619167400,N,18U080,9436149697,BAPTIST HEALTHCARE SYSTEM INC,BAPTIST HEALTH CORBIN,09/17/1918,KY,CORPORATION,,N,1 TRILLIUM WAY,,CORBIN,KY,407018727,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080124000605,IA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1669477089,N,161322,9931094257,DALLAS COUNTY HOSPITAL,DALLAS COUNTY HOSPITAL,,,OTHER,COUNTY HOSPITAL,N,610 10TH ST,,PERRY,IA,502202221,,CAH,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080124000611,IA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1992730857,N,16Z322,9931094257,DALLAS COUNTY HOSPITAL,DALLAS COUNTY HOSPITAL,,,OTHER,COUNTY HOSPITAL,N,610 10TH ST,,PERRY,IA,502202221,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000028,IN,00-09,PART A PROVIDER - HOSPITAL,1619163854,N,150169,6800978198,"COMMUNITY HEALTH NETWORK, INC.",COMMUNITY HOSPITAL NORTH,05/22/1952,IN,CORPORATION,,N,7150 CLEARVISTA DR,,INDIANAPOLIS,IN,462561695,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000074,MI,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1154480044,N,23Z319,8123912011,ASPIRUS KEWEENAW,ASPIRUS KEWEENAW HOSPITAL,12/09/1908,MI,CORPORATION,,N,205 OSCEOLA ST,,LARIUM,MI,499132134,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000084,GA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1326191180,N,111336,1052342854,"PROFESSIONAL RESOURCES MANAGEMENT OF RABUN,LLC",MOUNTAIN LAKES MEDICAL CENTER,12/17/2004,AL,LLC,,P,162 LEGACY PT,,CLAYTON,GA,305255354,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000358,IL,00-09,PART A PROVIDER - HOSPITAL,1851386692,N,140062,6305753153,PALOS COMMUNITY HOSPITAL,,05/02/1938,IL,CORPORATION,,N,12251 S 80TH AVE,,PALOS HEIGHTS,IL,604631256,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000386,IL,00-09,PART A PROVIDER - HOSPITAL,1184699118,N,14S062,6305753153,PALOS COMMUNITY HOSPITAL,,05/02/1938,IL,CORPORATION,,N,12251 S 80TH AVE,,PALOS HEIGHTS,IL,604631256,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080125000448,WI,00-09,PART A PROVIDER - HOSPITAL,1497942205,Y,520062,3779488275,"PROHEALTH OCONOMOWOC MEMORIAL HOSPITAL, INC.",,06/05/1955,WI,CORPORATION,,N,791 SUMMIT AVENUE,,OCONOMOWOC,WI,530663844,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000452,PR,00-09,PART A PROVIDER - HOSPITAL,1841295557,N,400044,1456376599,SAINT LUKES MEMORIAL HOSPITAL INC,HOSPITAL EPISCOPAL SAN LUCAS II,09/01/2000,PR,CORPORATION,,N,917 AVE TITO CASTRO,,PONCE,PR,007164717,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000471,OR,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1588684484,N,381304,1951219310,SOUTHERN COOS HEALTH DISTRICT,SOUTHERN COOS HOSPITAL & HEALTH CENTER,,,OTHER,HEALTH DISTRICT,N,900 11TH ST SE,,BANDON,OR,974119114,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080125000604,VA,00-09,PART A PROVIDER - HOSPITAL,1336103738,N,490098,7214908433,COMMUNITY MEMORIAL HOSPITAL,,07/06/1950,VA,CORPORATION,,N,1755 N MECKLENBURG AVE,,SOUTH HILL,VA,239704080,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080128000067,MO,00-09,PART A PROVIDER - HOSPITAL,1891766051,Y,260017,2860391158,PHELPS COUNTY REGIONAL MEDICAL CENTER,PHELPS HEALTH,,,OTHER,COUNTY HOSPITAL,N,1000 W 10TH ST,,ROLLA,MO,654012905,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080128000243,MO,00-09,PART A PROVIDER - HOSPITAL,1346287455,N,26T017,2860391158,PHELPS COUNTY REGIONAL MEDICAL CENTER,PHELPS HEALTH,,,OTHER,COUNTY HOSPITAL,N,1000 W 10TH ST,,ROLLA,MO,654012905,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20080128000803,WA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1962406389,N,501313,3971491234,CHELAN COUNTY PUBLIC HOSPITAL DISTRICT NO. 1,CASCADE MEDICAL CENTER,11/08/1965,WA,OTHER,HOSPITAL DISTRICT,N,817 COMMERCIAL STREET,,LEAVENWORTH,WA,988261316,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080129000073,CT,00-09,PART A PROVIDER - HOSPITAL,1174516041,N,07S039,4688655541,MASONICARE HEALTH CENTER,,08/01/1984,CT,CORPORATION,,N,22 MASONIC AVE,,WALLINGFORD,CT,064923048,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20080129000304,WA,00-09,PART A PROVIDER - HOSPITAL,1861432726,Y,500051,9234023433,OVERLAKE HOSPITAL MEDICAL CENTER,,02/14/1953,WA,CORPORATION,,N,1035 116TH AVE NE,,BELLEVUE,WA,980044604,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080129000323,WA,00-09,PART A PROVIDER - HOSPITAL,1811904063,N,50S051,9234023433,OVERLAKE HOSPITAL MEDICAL CENTER,,02/14/1953,WA,CORPORATION,,N,1035 116TH AVE NE,,BELLEVUE,WA,980044604,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080129000334,NV,00-09,PART A PROVIDER - HOSPITAL,1780869115,N,292008,0749362861,CARSON TAHOE CONTINUING CARE HOSPITAL INC,,12/19/2007,DE,CORPORATION,,N,775 FLEISCHMANN WAY 2,,CARSON CITY,NV,897032995,,LONG TERM ACUTE CARE,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20080129000643,WA,00-09,PART A PROVIDER - HOSPITAL,1801851258,N,500005,9830002617,VIRGINIA MASON MEDICAL CENTER,VIRGINA MASON HOSPITAL OUTPATIENT SURGERY CENTER AT FEDERAL WAY,06/27/1934,WA,CORPORATION,,N,925 SENECA ST,,SEATTLE,WA,981012742,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,ORGAN TRANSPLANT PROGRAM,N,,
O20080129000693,IL,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1700842887,N,14Z343,7719898071,CRAWFORD HOSPITAL DISTRICT,CRAWFORD MEMORIAL HOSPITAL SWINGBED,12/18/1958,IL,OTHER,GOVERNMENTAL,N,1000 N ALLEN ST,,ROBINSON,IL,624541114,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080129000730,VA,00-09,PART A PROVIDER - HOSPITAL,1417021288,N,49U098,7214908433,COMMUNITY MEMORIAL HOSPITAL,,07/06/1950,VA,CORPORATION,,N,1755 N MECKLENBURG AVE,,SOUTH HILL,VA,239704080,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20080129000864,AK,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1306933643,N,021312,4082524665,ARCTIC SLOPE NATIVE ASSOCIATION LTD,SAMUEL SIMMONDS MEMORIAL HOSPITAL,,AK,LLC,,N,7000 UULA ST.,SAMUELS SIMMONDS MEMORIAL HOSPITAL,BARROW,AK,997230029,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080130000111,OK,00-09,PART A PROVIDER - HOSPITAL,1457372625,Y,370106,9739089772,INTEGRIS SOUTH OKLAHOMA CITY HOSPITAL CORPORATION,INTEGRIS SOUTHWEST MEDICAL CENTER,07/02/1996,OK,CORPORATION,,N,4401 S WESTERN AVE,,OKLAHOMA CITY,OK,731093413,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080130000223,CA,00-09,PART A PROVIDER - HOSPITAL,1861409823,N,050045,6901986397,EL CENTRO REGIONAL MEDICAL CENTER,,,,OTHER,GOVERNMENTAL CITY OWNED,N,1415 ROSS AVE,,EL CENTRO,CA,922434306,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080130000409,MO,00-09,PART A PROVIDER - HOSPITAL,1811905375,Y,260057,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,"CAMERON REGIONAL MEDICAL CENTER, INC",06/28/1963,MO,CORPORATION,,N,1600 E EVERGREEN ST,,CAMERON,MO,644292400,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080131000043,CA,00-09,PART A PROVIDER - HOSPITAL,1912108002,Y,050567,7416045893,MISSION HOSPITAL REGIONAL MEDICAL CENTER,PROVIDENCE MISSION HOSPITAL,06/03/1994,CA,CORPORATION,,N,27799 MEDICAL CENTER RD,STE 320,MISSION VIEJO,CA,926916400,OTHER HOSPITAL PRACTICE LOCATION,OP ENDOSCOPY,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080201000351,MO,00-09,PART A PROVIDER - HOSPITAL,1265612188,N,262018,7214019025,"NORTHLAND LTACH, LLC",KINDRED HOSPITAL NORTHLAND,12/28/2005,MO,LLC,,P,500 NW 68TH ST,,KANSAS CITY,MO,641182455,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20080202000009,PA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1215918560,N,391306,1456331677,"ENDLESS MOUNTAINS HEALTH SYSTEMS, INC.",,02/12/1993,PA,CORPORATION,,N,100 HOSPITAL DR,,MONTROSE,PA,188016402,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080204000453,CA,00-09,PART A PROVIDER - HOSPITAL,1548294606,N,05T382,0143317453,EMANATE HEALTH MEDICAL CENTER,EMANATE HEALTH QUEEN OF THE VALLEY HOSPITAL,08/04/1959,CA,CORPORATION,,N,1115 S SUNSET AVE,,WEST COVINA,CA,917903940,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20080204000637,CO,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1184711475,N,061313,4385637917,KIT CARSON COUNTY HEALTH SERVICES DISTRICT,KIT CARSON COUNTY MEMORIAL HOSPITAL,,,OTHER,GOVERNMENTAL HEALTH SERVICES,N,286 16TH ST,,BURLINGTON,CO,808071651,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080204000660,CO,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1033281514,N,06Z313,4385637917,KIT CARSON COUNTY HEALTH SERVICES DISTRICT,KIT CARSON COUNTY MEMORIAL HOSPITAL,,,OTHER,NON-PROFIT HOSPITAL,N,286 16TH ST,KIT CARSON COUNTY MEMORIAL HOSPITAL,BURLINGTON,CO,808071651,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080205000076,IL,00-09,PART A PROVIDER - HOSPITAL,1871581314,N,140018,6901800556,MOUNT SINAI HOSPITAL MEDICAL CENTER,,11/26/1918,IL,CORPORATION,,N,2750 W 15TH PL,,CHICAGO,IL,606081704,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,RENAL DIALYSIS,N,,
O20080205000107,IL,00-09,PART A PROVIDER - HOSPITAL,1518057769,N,14S018,6901800556,MOUNT SINAI HOSPITAL MEDICAL CENTER,,11/26/1918,IL,CORPORATION,,N,2750W 15TH PL,,CHICAGO,IL,606081704,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20080205000512,KY,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1073567608,N,18Z317,9830006618,CUMBERLAND COUNTY HOSPITAL ASSOCIATION INC.,CUMBERLAND COUNTY HOSPITAL,06/15/1964,KY,CORPORATION,,N,299 GLASGOW RD,,BURKESVILLE,KY,427179696,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080205000557,CA,00-09,PART A PROVIDER - HOSPITAL,1831144716,N,053032,5395655377,"7173 NORTH SHARON AVENUE OPERATING COMPANY, LLC",SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,,,LLC,,P,7173 N SHARON AVE,,FRESNO,CA,937203329,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20080205000697,FL,00-09,PART A PROVIDER - HOSPITAL,1235196510,N,100128,1759277841,FLORIDA HEALTH SCIENCES CENTER INC,,07/09/1997,FL,OTHER,NON-PROFIT CORP,N,1 TAMPA GENERAL CIR,TAMPA GENERAL HOSPITAL,TAMPA,FL,336063571,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,ESRD,N,,
O20080206000153,OR,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1710160445,N,381313,3870402852,ST CHARLES HEALTH SYSTEM INC,ST. CHARLES PRINEVILLE,12/08/1971,OR,CORPORATION,,N,384 SE COMBS FLAT RD,,PRINEVILLE,OR,977542562,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080206000156,TX,00-09,PART A PROVIDER - HOSPITAL,1942294939,Y,450011,5294727921,ST JOSEPH REGIONAL HEALTH CENTER,CHI ST JOSEPH HEALTH REGIONAL HOSPITAL,03/13/1959,TX,CORPORATION,,N,2801 FRANCISCAN DR,,BRYAN,TX,778022544,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080206000241,OR,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1902089634,N,38Z313,3870402852,ST CHARLES HEALTH SYSTEM INC,ST. CHARLES PRINEVILLE,12/08/1971,OR,CORPORATION,,N,384 SE COMBS FLAT RD,,PRINEVILLE,OR,977542562,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080206000588,IA,00-09,PART A PROVIDER - HOSPITAL,1467639062,N,16T079,4183535271,MERCY MEDICAL CENTER,MERCY MEDICAL CENTER CEDAR RAPIDS IA,03/19/1962,IA,CORPORATION,,N,701 10TH ST SE,,CEDAR RAPIDS,IA,524031251,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20080207000209,WA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1134128911,N,501302,5597653758,COLUMBIA COUNTY HOSPITAL DISTRICT,DAYTON GENERAL HOSPITAL,01/01/1960,WA,OTHER,MUNICIPAL CORPORATION,N,1012 S 3RD ST,,DAYTON,WA,993281606,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20080207000538,AZ,00-09,PART A PROVIDER - HOSPITAL,1720042799,N,03T038,1456258607,HONORHEALTH,HONORHEALTH SCOTTSDALE OSBORN MEDICAL CENTER,01/18/1972,AZ,CORPORATION,,N,7400 E OSBORN RD,,SCOTTSDALE,AZ,852516432,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
